-3.038780;-4.079436;0.474024;-5.790886;20.336107;1.613725;1.519466;5.066143;3.049423;0.162243;-0.254159;3.983636;-0.269193;
-3.435549;-7.212533;-5.829487;-7.366682;21.250998;-3.641745;-3.496672;-6.709258;3.979031;-1.993156;-19.849030;-8.843486;4.154692;
-3.114042;-3.245304;-3.042127;-7.066076;15.187473;3.137476;6.584414;-0.169291;-4.241842;-12.976818;-15.416956;-6.854191;5.195982;
-2.729959;-4.756449;-4.074253;-6.543487;17.686321;5.302499;10.763645;4.822336;9.597553;-5.490747;-4.105501;4.378892;10.395107;
-2.892250;-2.153440;-1.072217;-3.024250;18.250488;-5.508374;4.300194;7.060994;8.161062;-1.631814;-8.401040;0.338733;7.336776;
-2.861004;-5.131897;-4.311981;-6.785973;8.932760;-9.223412;2.583193;5.214861;6.565279;-3.012835;-10.791754;-4.504410;1.244831;
-3.027382;-4.349041;-3.164654;-4.898808;22.579576;6.731615;5.703258;-0.636240;11.166372;-3.543707;-15.142731;-0.111386;3.882064;
-3.090726;-4.069199;-3.431333;-3.688402;19.668833;0.542120;-2.069391;-11.374719;4.987015;-0.166045;-13.155714;-6.776783;9.486506;
-3.385881;-6.164872;-6.369707;-6.618659;16.774416;-1.375901;7.234125;5.333231;5.672205;-3.189854;-14.500004;-2.219488;1.720171;
-3.464985;-6.532520;-4.328963;-4.480119;13.893179;-8.946867;6.203773;4.372461;3.440757;-5.930676;-4.424371;-1.309783;4.681684;
-3.543562;-6.388478;-4.638917;-0.067778;15.429699;-5.076954;-0.892834;1.133958;4.414734;-11.650377;-12.433465;-0.809153;6.307688;
-3.478474;-6.231726;-5.725531;-5.681288;18.485985;-7.048666;-8.364938;-6.334293;3.373548;-3.757309;-14.045957;-0.980823;4.866072;
-3.403051;-5.837082;-5.182865;-6.316574;20.979584;1.665053;1.140168;2.206387;3.400313;0.494632;-4.060594;-4.691143;2.369655;
-2.901907;-4.210528;-6.559338;-9.153879;14.593416;-5.044082;8.082475;10.880811;7.891597;3.964957;-8.263515;-1.345852;8.342514;
-2.729495;-2.623167;-4.273088;-9.401030;18.738543;1.899897;2.392529;2.578310;8.850493;-0.337636;-8.118460;4.849287;2.298813;
-2.705627;-3.063944;-2.453837;-3.016683;16.643478;-4.533517;-5.753843;-12.587150;3.112352;-2.245498;-7.996742;-2.819714;4.537383;
-2.801791;-3.083891;-0.375634;-2.470417;17.433962;0.986512;1.122705;3.033202;7.108932;5.570242;-7.616460;8.548656;9.384480;
-2.895274;-6.438986;-4.796943;-4.998512;21.946344;3.174532;-5.562209;-0.043360;10.959959;-1.021654;-7.365478;3.048036;5.520484;
-3.069874;-3.315126;-2.608924;-5.403704;21.945786;-4.977153;-6.938391;1.059825;3.906159;-8.762747;-9.911627;-3.213468;0.605988;
-2.755881;-1.708337;-5.097654;-4.373552;17.492075;-2.975045;-2.986206;0.316167;4.744789;0.159586;-1.839586;2.201015;7.136661;
-2.594043;-2.121593;-5.195251;-2.152669;16.028452;2.013331;-1.097697;-6.910356;9.971815;-0.332384;-0.213129;4.716169;13.326927;
-2.340628;-3.994847;-6.837658;-1.257687;23.152256;-4.056096;4.221100;-2.357392;7.558306;12.910419;1.953384;-1.582750;8.039315;
-2.314222;-3.193061;-5.486970;-4.817124;30.771832;6.817531;9.137318;0.281264;4.924070;1.665857;-13.489598;1.827855;5.994072;
-2.077335;-2.653428;-2.390945;-6.476871;21.138689;13.407022;2.510347;-1.005523;13.540358;8.645704;-2.486490;11.311777;0.116718;
-2.494489;-2.945887;-2.218560;-6.107578;22.267590;2.340288;1.976388;18.955673;31.780397;9.341515;-11.043799;3.701579;1.075052;
-2.879006;-5.021676;-5.651220;-12.373828;20.104944;11.733912;8.658724;6.439069;7.365157;-3.158272;-6.646173;1.246232;0.450763;
-2.823431;-4.129752;-4.769718;-3.274086;18.345192;1.997715;1.111578;-1.203604;11.458326;-0.144229;-3.886104;10.672390;6.152497;
-2.914066;-4.614244;-6.240723;-4.104550;20.745474;4.174358;5.975878;1.084659;10.394815;10.049862;-3.781917;16.525843;16.740925;
-3.110997;-5.276631;-2.220114;-4.086047;13.367039;1.873485;6.221617;4.574581;2.423345;4.874945;-2.294544;-0.284681;1.676100;
-2.324512;-6.459785;-4.896220;1.623169;18.349588;2.561754;0.577897;2.159537;1.373302;0.869457;-4.041394;0.166173;-4.174178;
-2.265681;-16.934969;-1.262752;18.661102;-8.193967;13.990738;-16.280867;-1.066352;9.768965;-9.808159;9.233405;-5.816026;-0.887947;
-2.254576;-12.033855;-1.855917;1.988802;2.496385;10.979259;-18.301817;-5.422952;12.210492;-5.314329;2.275573;-13.699958;3.859400;
-2.561556;-5.832438;1.132473;6.599357;12.497799;3.760775;-9.792296;-3.798825;-7.128431;-8.876736;-11.078707;-13.832638;7.564276;
-2.554436;-6.713145;0.406422;3.277144;10.549557;0.296037;-5.455807;-6.316263;-10.939789;-25.918011;-0.378152;-7.621500;6.155665;
-2.834690;-8.835344;-3.922411;0.556087;6.452367;10.348570;-2.719381;3.157287;-5.098097;-12.289652;-8.279144;-13.141635;6.923366;
-2.995823;-5.693853;-0.102735;-0.246187;13.655316;0.093913;-5.792021;-1.912961;-4.013723;-23.806999;-9.660310;-5.948288;8.009719;
-3.243758;-8.192949;-6.420329;-10.206251;6.819858;1.700782;-3.459800;3.267315;-7.476559;-15.686537;-1.179411;4.503558;10.314516;
-3.397153;-6.536842;-4.664404;-2.630818;12.692982;-0.255149;-10.405958;-0.187849;-0.981882;-4.606623;-7.305628;-3.108408;10.641643;
-3.263124;-5.148079;0.386875;-1.045063;19.799656;-0.333520;-1.458481;5.754452;2.510113;-10.807032;-1.426051;5.076641;5.698934;
-3.472153;-6.850419;-10.484927;-7.291404;19.739719;4.900621;4.176517;4.741400;7.520869;-3.165634;-2.504760;1.689731;10.060072;
-3.408991;-7.204561;-8.203310;-12.386582;8.092735;0.959895;-0.916635;-5.903743;-1.462394;-1.916037;-2.276344;1.408601;14.081690;
-3.366080;-5.292696;-5.602839;-5.382622;7.021421;-4.054760;-6.531560;-10.811094;-7.677721;-13.010052;-11.934288;-10.043164;4.586471;
0.520998;-9.253490;-13.701165;-7.782648;2.049176;10.103886;1.803735;-14.489880;6.623217;1.309217;2.048064;4.417327;-4.741863;
