-2.553756;-6.358191;-6.452595;-12.445719;8.387343;3.482153;9.426597;-10.422235;6.961375;7.924067;0.593749;5.394559;0.001090;
-2.545823;-4.924301;-2.526350;-11.370886;9.056833;-3.677009;1.204374;-14.743957;-3.965110;-7.494624;-0.494432;-2.427077;-10.721685;
-2.476048;-5.893787;-1.701130;-5.438441;8.185254;1.621807;2.686498;-4.650804;3.711433;0.830759;-3.668948;-1.063660;-4.055407;
-2.646008;-6.855350;-0.384246;-6.617467;6.666868;-2.526066;3.102653;-0.756181;-3.307012;-6.802840;-11.685996;4.281987;-13.333076;
-2.450979;-4.715188;1.980495;-14.983288;-0.122962;-6.824034;-1.648321;-2.711905;-4.419017;-9.061694;-10.819253;3.608726;-6.340315;
-2.435971;-5.400372;-1.828836;-6.231935;13.317451;0.568739;5.293019;-4.614125;2.434728;-3.682931;-5.419472;5.836896;0.161516;
-2.413687;-3.745192;0.698746;-16.053339;1.762804;1.848753;1.748422;-6.948074;-1.984939;-3.464128;-9.623002;10.867799;4.057046;
-2.518882;-5.407146;1.858239;-9.183421;-1.848985;-8.261791;-7.138595;-15.672420;-7.716331;-4.268933;-14.938638;-3.354083;-3.695101;
-2.627194;-5.417412;-3.545685;-8.973689;3.461274;-4.865878;-2.457618;-6.200690;6.972155;7.935266;-0.544456;0.881441;1.042139;
-2.995919;-4.623812;-2.525114;-11.214706;2.674542;-2.741950;2.488878;-6.031557;7.971895;0.415185;-3.305063;1.460243;2.954787;
-2.530751;-6.501049;-1.175562;-11.356875;4.975881;3.047526;3.913253;-0.953111;12.661896;11.831502;-6.668458;1.751232;-0.262052;
-2.254957;-3.571559;2.443607;-7.183226;6.760085;5.138580;6.236871;-0.535672;13.746334;6.172419;-2.413471;-1.055019;-0.795535;
-2.257729;-2.965208;2.603884;-11.345052;0.413260;-1.867791;3.854429;-5.560156;5.019963;3.132732;-1.065632;-0.047167;-0.698992;
-2.290807;-5.661233;-2.071743;-7.043422;3.303095;-3.583228;-3.438529;-1.176439;13.556184;10.223449;-1.242547;8.018483;-3.383668;
-2.252032;-5.617221;1.678752;-3.901111;2.909503;2.536353;3.459551;-2.460678;2.762873;3.169261;-5.819509;-1.514626;-9.303574;
-2.112492;-5.490009;2.991963;-4.526932;16.098284;18.253471;4.143958;-5.630551;-3.099845;4.309782;3.600354;-9.093232;-18.573368;
-2.489892;-7.101802;0.674550;-7.042320;7.682923;0.168202;-4.217636;-15.423808;1.729980;1.643105;-4.272388;-6.675799;-5.327368;
-2.845859;-5.390094;-1.435768;-10.056998;6.656607;1.215037;4.950730;-3.574925;4.814321;9.276655;4.641737;1.297814;0.842277;
-2.455473;-5.118400;-2.710887;-7.219092;9.723374;4.213480;11.349235;-0.707280;0.500807;-5.108909;-7.685319;3.734001;-1.560803;
